,City,Latitude,Longitude,Cloudiness,Country,Date,Humidity,Max Temp,Wind Speed
304,West Wendover,40.39732947526528,-114.48246372388145,75.0,US,1522680960.0,33.0,57.2,17.22
305,Ponta do Sol,20.446262169192465,-40.352706362857845,8.0,CV,1522684075.0,100.0,68.39,14.0
306,Eisenerz,47.71749791909082,15.054495751344547,0.0,AT,1522680600.0,26.0,57.2,9.17
307,Orange,-33.32833087529647,149.36939423455146,0.0,AU,1522684084.0,78.0,58.22,2.82
308,Te Anau,-43.43886452767922,167.01181263489144,68.0,NZ,1522684076.0,94.0,52.55,13.44
309,Ducheng,23.33254398170429,111.39609113225345,0.0,CN,1522684076.0,93.0,64.97,8.97
312,Socorro,34.196601427651245,-107.36204079796356,1.0,US,1522681080.0,10.0,69.19,4.7
313,Bathsheba,20.952507565411338,-45.12619142382522,40.0,BB,1522681200.0,70.0,84.2,19.46
314,Zhanaozen,42.31080456999072,55.31961172535287,0.0,KZ,1522684077.0,49.0,50.39,14.9
315,Castro,-44.72756591884571,-80.99440499592546,8.0,CL,1522684077.0,84.0,62.09,3.15
316,Bougouni,11.626846639674312,-7.437713096543462,12.0,ML,1522684077.0,33.0,99.89,6.73
317,Ilo,-18.46940779875301,-72.48595695956631,0.0,PE,1522684086.0,69.0,72.98,3.49
318,Constitucion,17.578838614125985,-122.73406102936471,20.0,MX,1522680300.0,26.0,59.0,3.36
319,Boa Vista,4.748254257210689,-63.37644375984007,75.0,BR,1522681200.0,46.0,91.4,11.41
320,Saint-Leu,-22.10168848928572,54.08306046811475,75.0,RE,1522681200.0,74.0,80.6,4.7
321,Buraydah,24.22943737846292,43.5652679783563,75.0,SA,1522681200.0,73.0,71.6,14.99
322,Baghdad,30.50296492026645,44.54785496294886,0.0,IQ,1522681200.0,19.0,80.6,8.05
324,Upington,-27.990832739384302,21.508411856111394,40.0,ZA,1522681200.0,39.0,84.2,12.75
325,Lucea,17.934038182072,-79.4688690833904,20.0,JM,1522681200.0,62.0,84.2,14.99
327,Sudislavl,57.82222553103088,41.566809078187305,80.0,RU,1522684081.0,90.0,38.78,19.48
328,Tabriz,38.15661263909277,46.2044657011985,0.0,IR,1522681200.0,38.0,59.0,6.93
329,Kuroiso,36.96590465812689,140.03731707901477,0.0,JP,1522684081.0,90.0,36.17,2.04
330,Pueblo Bello,10.2429432656172,-73.65840007276397,75.0,CO,1522681200.0,74.0,84.2,13.87
331,Sinegorskiy,57.8081667926416,59.6226060374039,80.0,RU,1522684082.0,72.0,55.16,13.22
332,Dumas,36.233845615686974,-101.7198373384712,1.0,US,1522682100.0,52.0,46.4,24.16
334,Dicabisagan,18.643017356878545,127.68748376824738,88.0,PH,1522684082.0,100.0,73.7,6.85
335,Umm Kaddadah,15.87829856706422,27.955430077239498,0.0,SD,1522684083.0,9.0,91.97,6.17
336,Itaituba,-5.393702033230625,-54.10829717804364,75.0,BR,1522681200.0,94.0,75.2,2.82
337,Storsteinnes,68.99649994259028,19.1486405970727,0.0,NO,1522682400.0,78.0,32.99,3.36
338,Portland,-43.81543037547489,138.2995045700339,80.0,AU,1522684083.0,94.0,55.88,2.37
340,Kharabali,48.19170471319353,47.98867375181325,0.0,RU,1522684083.0,65.0,48.59,22.84
341,Taoudenni,22.374013683486424,-2.2561553767384623,0.0,ML,1522684083.0,19.0,97.1,4.38
342,Pimentel,-8.3785345393689,-82.12904928638568,0.0,PE,1522681200.0,78.0,73.4,5.82
343,Logan,41.89377316855348,-111.66891815567627,90.0,US,1522682580.0,50.0,52.81,4.7
345,Broken Hill,-26.568438738958633,140.50174177299556,0.0,AU,1522684093.0,58.0,58.49,9.98
346,Chumikan,54.88851747324051,135.27686781134895,92.0,RU,1522684093.0,87.0,22.04,11.21
347,Kahului,36.21274380082086,-146.7479576286836,1.0,US,1522680960.0,88.0,71.38,11.41
348,Egvekinot,60.923177908559296,-179.46597795955216,0.0,RU,1522684086.0,68.0,7.19,2.04
349,Touros,-0.015473599783405234,-29.474008798392646,56.0,BR,1522684094.0,80.0,85.31,13.0
350,Yulara,-24.401021239340494,127.63559823257106,0.0,AU,1522681200.0,36.0,77.0,8.05
351,Andenes,71.3131434772018,14.248174883078747,0.0,NO,1522682400.0,55.0,33.8,5.82
352,Dudinka,75.8932599084564,86.72959155842398,48.0,RU,1522683859.0,71.0,-5.77,10.54
353,Adrar,25.084515115206372,2.5447002800613916,40.0,DZ,1522681200.0,22.0,93.2,9.17
354,Wadi Maliz,36.56399064422412,8.348236702193418,0.0,TN,1522681200.0,57.0,78.24,6.93
355,Machico,30.906766600494393,-15.15099878754728,40.0,PT,1522683000.0,68.0,67.21,5.82
356,Salinopolis,5.201732125561691,-44.00844631666308,56.0,BR,1522684087.0,100.0,82.7,7.4
357,Mezhdurechensk,53.63028362745786,88.64523637842808,24.0,RU,1522684087.0,76.0,12.32,2.04
358,Monte Patria,-30.941877595982426,-69.97156275301127,0.0,CL,1522684087.0,81.0,59.57,1.59
359,Kolyvan,55.523766850674576,82.85581829845802,75.0,RU,1522681200.0,58.0,30.2,15.66
361,Lavrentiya,74.03323945522385,-168.82800180087833,56.0,RU,1522684088.0,91.0,19.79,6.96
362,Nelson Bay,-36.519451163889045,156.8891027946491,75.0,AU,1522683000.0,78.0,71.6,8.05
363,Calama,-23.010424143517426,-67.24992142966452,0.0,CL,1522681200.0,16.0,66.2,4.7
364,Esperance,-51.7044598151628,126.93104131005629,0.0,AU,1522684088.0,83.0,63.71,8.08
365,Salvaterra de Magos,39.00082096348066,-8.748999724635183,75.0,PT,1522683000.0,82.0,61.81,12.75
366,La Ligua,-32.58210200454313,-71.48733821323648,90.0,CL,1522681200.0,87.0,57.2,3.15
367,Ndele,9.010359884855433,20.237651309182667,12.0,CF,1522684089.0,24.0,99.62,5.73
369,Lumberton,30.695783906169623,-93.8008918017062,75.0,US,1522682100.0,78.0,74.55,9.17
370,Keti Bandar,23.704355365936294,66.64517157258183,0.0,PK,1522684090.0,96.0,79.1,14.67
371,Westport,57.199310766067214,-14.616568439595227,90.0,IE,1522681200.0,93.0,37.4,16.11
372,Saint-Joseph,-35.521230209008245,56.786468313307296,75.0,RE,1522681200.0,74.0,80.6,4.7
373,Longyearbyen,85.90445908630429,25.485710788562926,0.0,SJ,1522680600.0,61.0,12.2,16.11
374,Dingle,47.1932237805687,-16.804448732505534,92.0,IE,1522684099.0,92.0,50.12,12.55
375,Shelburne,40.8451034844702,-64.1868843018957,75.0,CA,1522681200.0,50.0,33.17,8.05
376,Baruun-Urt,47.520295800924856,113.0907962216657,12.0,MN,1522684091.0,35.0,20.42,11.77
377,Ahipara,-37.025161303069616,168.0670120398181,0.0,NZ,1522684091.0,100.0,53.0,3.83
378,Carnarvon,-31.82065787989705,23.224784449888915,44.0,ZA,1522684092.0,64.0,71.45,13.22
379,Victoria,-1.7239124029885033,63.667053308287734,20.0,SC,1522681200.0,83.0,82.4,3.36
381,Oranjestad,13.010210475577992,-70.95517524123126,40.0,AW,1522681200.0,70.0,86.0,18.34
383,Lompoc,24.428067907740868,-132.41402758981903,90.0,US,1522683300.0,93.0,52.12,5.82
384,Vagur,60.31898202591756,-5.619493400541103,68.0,FO,1522684101.0,100.0,38.6,18.25
385,Wewak,-2.992685655156393,143.6261710612037,88.0,PG,1522684093.0,100.0,74.6,2.59
386,Taunggyi,21.200468940067367,97.0911322609312,20.0,MM,1522684093.0,96.0,59.21,2.15
387,Chunhuhub,19.328121509191007,-89.25502648055398,0.0,MX,1522684102.0,64.0,81.98,3.04
388,Marsaxlokk,34.28298141706843,14.957183682655284,20.0,MT,1522682100.0,63.0,60.8,6.93
389,El Tocuyo,9.62375259509676,-69.558778571198,40.0,VE,1522681200.0,54.0,80.6,6.93
390,Leh,34.30423522958418,81.40531285286107,24.0,IN,1522684094.0,76.0,0.53,0.92
391,Pesqueira,-8.29286649237288,-36.62640946750389,56.0,BR,1522684094.0,74.0,76.31,8.41
393,Solnechnyy,63.42834090118845,138.99699973181072,0.0,RU,1522684103.0,76.0,33.47,10.76
394,Beringovskiy,60.51206389087207,177.2389351260897,80.0,RU,1522684095.0,95.0,28.34,5.39
396,Micheweni,-4.494609818258141,40.2667530406018,8.0,TZ,1522684095.0,100.0,83.42,13.22
397,Caceres,7.443282706066242,-75.24542171733168,56.0,CO,1522684095.0,85.0,73.07,2.59
398,Sinnamary,17.622803235589444,-43.838398068508724,76.0,GF,1522684095.0,100.0,79.19,7.07
399,Baoro,6.034301193571181,16.089337032147398,24.0,CF,1522684096.0,67.0,85.58,4.5
401,Zaria,11.42412216871125,8.033472318169686,0.0,NG,1522684104.0,17.0,99.35,7.85
402,Bileca,42.94226951349523,18.50115853559572,20.0,BA,1522683000.0,71.0,59.25,4.7
403,Hadejia,12.166722218476934,10.127052670630263,0.0,NG,1522684096.0,17.0,102.32,6.62
405,Bandar-e Anzali,37.82357978077509,49.721390056457295,40.0,IR,1522681200.0,76.0,55.4,6.93
406,Saint-Francois,16.17581183081181,-61.10342249853082,80.0,GP,1522681200.0,94.0,73.4,12.75
407,Lieksa,63.73542320053164,30.438447144871418,88.0,FI,1522684105.0,83.0,31.85,9.42
408,Santa Maria,16.852842308619955,-22.965130322194568,75.0,CV,1522681200.0,50.0,76.01,14.99
409,Rawson,-47.38159671598352,-57.9303873912112,0.0,AR,1522684106.0,32.0,79.19,10.31
412,Geraldton,55.13267364184483,-88.56185244494372,75.0,CA,1522681200.0,65.0,5.0,8.05
413,Evensk,64.50145114831685,161.98843657481393,92.0,RU,1522684106.0,89.0,31.85,13.44
414,Jiaocheng,26.44785526305482,120.16347035218934,32.0,CN,1522684107.0,63.0,72.89,2.15
415,Kanniyakumari,5.975729059098782,77.72489984035747,0.0,IN,1522684099.0,100.0,84.59,11.43
416,Diffa,15.37294667626486,13.104738235114382,0.0,NE,1522684099.0,15.0,101.69,7.63
417,Belyy Yar,61.73579824040641,86.22388745663932,0.0,RU,1522681200.0,58.0,24.8,6.71
418,Porto Novo,12.77119256095493,-39.12635043703665,20.0,CV,1522681200.0,50.0,77.0,24.16
419,Ukiah,39.89902325501595,-123.36060075105087,1.0,US,1522680960.0,81.0,48.2,3.15
420,Hoquiam,46.57157933985101,-125.51321322429777,40.0,US,1522680780.0,70.0,39.63,3.36
421,Panguna,-7.186154902248461,153.56198154288637,76.0,PG,1522684100.0,89.0,75.32,2.93
423,Nahariyya,33.165491721583976,34.630528053878265,0.0,IL,1522680600.0,72.0,71.82,8.05
424,Teeli,51.64937177480692,89.2790479501707,0.0,RU,1522684100.0,76.0,0.8,1.92
425,Salalah,18.628599029982638,57.861133994491695,75.0,OM,1522680600.0,74.0,82.4,8.05
426,Muravlenko,64.51065781513356,73.81801688118,0.0,RU,1522684101.0,74.0,0.62,9.75
427,Raudeberg,66.33758142326715,1.8820412571267866,20.0,NO,1522682400.0,55.0,37.4,10.29
428,Kununurra,-18.738873402959413,127.96983191803997,40.0,AU,1522683000.0,74.0,80.6,3.36
429,Whitehorse,61.242354080666985,-134.39619578137058,75.0,CA,1522681200.0,61.0,14.0,8.05
430,Flinders,-33.841224573391,132.47444376108706,90.0,AU,1522683000.0,93.0,64.4,8.05
431,Longkou,37.90415914532191,119.90929986438687,0.0,CN,1522684102.0,67.0,55.97,1.81
433,Zhengjiatun,43.73533463740449,123.64596867521368,92.0,CN,1522684103.0,57.0,44.27,13.78
434,Shawinigan,46.43589432524789,-72.80724659183855,68.0,CA,1522684103.0,59.0,29.15,4.38
435,Nahrin,35.80713742300766,68.89187001453726,56.0,AF,1522684111.0,55.0,58.94,1.7
436,Anadyr,65.61018594581637,179.85288384772673,40.0,RU,1522681200.0,55.0,37.4,6.71
437,Jacareacanga,-6.201384480546437,-55.90168136416396,20.0,BR,1522681200.0,74.0,86.0,2.24
439,Sompeta,16.546870073075127,87.07208345585786,0.0,IN,1522684112.0,82.0,75.32,5.73
440,Tarakan,3.1495980369300582,117.97710701825571,0.0,ID,1522684104.0,100.0,79.37,3.6
441,Kushima,30.491874888155394,132.10920118399804,0.0,JP,1522684104.0,100.0,58.22,6.62
442,Manado,2.106155492434013,123.85707739141037,40.0,ID,1522683000.0,100.0,73.4,6.93
443,Santa Cruz de la Palma,30.310740332963917,-17.149788363789412,40.0,ES,1522683000.0,60.0,71.6,10.29
444,Turbat,26.94758409825873,63.829888914765576,8.0,PK,1522684105.0,31.0,89.36,10.42
445,Jalu,24.08386545338142,23.44043639015794,80.0,LY,1522684114.0,20.0,78.47,9.75
446,Bucak,37.55990096988474,31.07042059958735,40.0,TR,1522682400.0,47.0,60.1,13.87
447,Alpena,45.29769172514608,-83.76152757965741,1.0,US,1522682100.0,46.0,32.67,11.41
448,Praia da Vitoria,48.00641267599539,-21.566700660747927,40.0,PT,1522681200.0,72.0,62.6,32.01
449,Daru,-8.73989654049079,143.82710982258249,64.0,PG,1522684107.0,99.0,80.63,5.84
450,Waingapu,-12.248314616708953,118.97101292456767,44.0,ID,1522684107.0,96.0,74.42,3.27
451,Komsomolskiy,44.15338163739693,47.017439961627275,48.0,RU,1522684116.0,73.0,-2.53,9.19
452,Pak Phanang,9.169405349101694,101.86070557100362,92.0,TH,1522684116.0,99.0,82.79,6.4
453,Fortuna,37.057196644084456,-138.41224494578287,90.0,US,1522683300.0,93.0,47.52,8.05
454,Ewa Beach,20.223192930882846,-158.4301336750897,75.0,US,1522683900.0,100.0,71.64,5.82
455,Acapulco,2.4803962067274625,-107.47720440372457,40.0,MX,1522680300.0,65.0,80.6,4.7
456,Dhidhdhoo,7.239648945254999,74.90183885799053,76.0,MV,1522684117.0,100.0,85.58,3.94
457,Pentecoste,-3.8619213936840993,-39.10392073822291,80.0,BR,1522684109.0,100.0,80.27,6.73
458,Saint-Augustin,58.152339881485716,-60.240411728315806,20.0,CA,1522681200.0,67.0,33.87,9.17
460,Naryan-Mar,66.86131192617273,52.39190895676384,12.0,RU,1522684109.0,64.0,9.44,11.43
463,Sapa,4.547590106135814,120.68783456598254,75.0,PH,1522681200.0,69.0,82.4,5.82
464,Somerset,36.662901221371555,-84.35828656642217,90.0,US,1522682400.0,100.0,33.84,3.38
465,Biak,1.950724200631285,137.17440941072988,8.0,ID,1522684110.0,100.0,77.75,2.82
466,Bekhtery,45.59688768068503,31.96769011511921,24.0,UA,1522684110.0,83.0,48.77,18.25
467,Sisimiut,65.80120025847023,-55.465869347388775,0.0,GL,1522684119.0,93.0,29.15,2.48
468,Sept-Iles,54.4210417413411,-67.01545140610983,20.0,CA,1522681200.0,37.0,21.2,12.75
469,Emerald,-24.048878560022303,144.47903948117505,0.0,AU,1522684120.0,71.0,73.16,10.2
470,Altay,48.23945165974075,88.39119651540312,44.0,CN,1522684120.0,83.0,16.55,2.48
472,Guerrero Negro,16.32249718701094,-130.25844355548804,80.0,MX,1522684112.0,99.0,55.97,5.95
473,Aurillac,45.09013102040879,2.861002448519315,0.0,FR,1522683000.0,50.0,54.48,19.46
474,Kuytun,54.00300328034368,101.32869093448352,24.0,RU,1522684113.0,72.0,12.05,2.71
475,Kupino,54.25233131698454,77.09184327045273,76.0,RU,1522684121.0,88.0,23.57,9.53
477,Vestmannaeyjar,56.06178105193115,-21.196349697855595,92.0,IS,1522684113.0,100.0,36.62,11.99
478,Magistralnyy,56.47468054677714,106.81151430519412,12.0,RU,1522684113.0,63.0,8.27,3.27
479,Leeton,-35.129656095834605,145.8365025738617,0.0,AU,1522684114.0,64.0,57.05,7.96
480,Seddon,-43.89381946965038,175.10562234853455,24.0,NZ,1522684114.0,86.0,62.9,9.31
481,Svetlogorsk,67.55286006287142,94.09426047475893,20.0,RU,1522681200.0,84.0,32.0,8.95
483,Nhulunbuy,-9.702172270054234,137.8139737067732,0.0,AU,1522683000.0,94.0,78.8,2.04
484,Senekal,-28.05516147481208,27.678303253581106,92.0,ZA,1522684123.0,94.0,61.19,6.17
485,Huarmey,-13.198779453973799,-86.30323504609579,8.0,PE,1522684115.0,55.0,77.03,3.94
486,Rovaniemi,66.98383555049321,25.54599279509651,0.0,FI,1522682400.0,43.0,33.8,11.41
487,Praia,8.481505652375233,-22.264672941851785,20.0,CV,1522681200.0,53.0,75.2,24.16
488,Mogadishu,-0.8482020629165845,47.308554319987564,56.0,SO,1522683842.0,100.0,83.33,9.64
489,Mazara del Vallo,36.29447187691862,12.342876327343618,0.0,IT,1522680900.0,55.0,64.4,12.75
490,Campbell River,51.44722367072501,-124.69284530868578,20.0,CA,1522681200.0,59.0,37.98,6.93
491,Kommunisticheskiy,60.9752494402548,64.61048503844992,68.0,RU,1522683870.0,73.0,25.55,5.73
492,Puerto Escondido,6.182946053927708,-99.84122206797849,5.0,MX,1522680060.0,58.0,82.4,2.82
493,Carayao,-25.234020763107182,-56.534578173536914,56.0,PY,1522684140.0,80.0,79.64,3.71
494,Biograd na Moru,43.992879310332285,15.432256932007476,20.0,HR,1522683000.0,54.0,59.0,11.41
495,Camacha,37.098070986007045,-15.509580207905373,40.0,PT,1522683000.0,64.0,66.99,14.99
496,Denpasar,-11.018447560455954,115.56909053318805,24.0,ID,1522684067.0,100.0,71.72,1.14
497,Pozo Colorado,-24.435111263635108,-59.141597359987756,88.0,PY,1522684149.0,75.0,78.47,8.08
498,Naze,29.137440391102714,131.2365232575769,92.0,JP,1522684141.0,100.0,68.57,10.42
499,Mackay,-18.729497337020376,153.63544083427644,75.0,AU,1522681200.0,83.0,78.8,25.28
500,Kashi,38.750658883072106,74.23649853465236,90.0,CN,1522681200.0,19.0,68.0,20.13
501,Rognan,65.98002903052375,16.112641440831084,20.0,NO,1522682400.0,50.0,33.8,1.12
502,Kavaratti,8.84520280436206,66.50424004013053,0.0,IN,1522684142.0,100.0,84.23,6.17
504,Mitsamiouli,-9.304772297015205,45.47380883237227,20.0,KM,1522681200.0,66.0,86.0,11.41
505,Beira,-19.49477261353374,35.51723790490121,20.0,MZ,1522681200.0,69.0,82.4,8.08
506,Minab,27.33506968026839,57.68976545649076,0.0,IR,1522681200.0,74.0,78.8,13.87
507,Tres Palos,18.341817444825466,-101.66245669831882,40.0,MX,1522680300.0,65.0,80.6,4.7
508,Russell,-31.031304458352082,177.25241011930353,20.0,NZ,1522684152.0,83.0,50.21,2.59
509,Pacific Grove,27.517921727667783,-132.3855062767869,90.0,US,1522683300.0,81.0,52.25,8.05
510,Chenghai,23.52339017976435,117.357800404378,0.0,CN,1522681200.0,83.0,71.6,6.71
511,Mayskiy,49.21820204665937,139.48573142939472,90.0,RU,1522681200.0,100.0,42.8,2.24
512,Hamilton,31.65387861586254,-67.93620291860489,20.0,BM,1522680900.0,73.0,69.8,6.93
513,Sedlcany,49.705333149881,14.388460874107011,0.0,CZ,1522683000.0,40.0,52.83,8.05
514,Flin Flon,55.482855998475515,-100.13452033618782,20.0,CA,1522681200.0,57.0,-11.21,3.36
515,Cap Malheureux,-12.384029650088578,60.31848317821115,75.0,MU,1522681200.0,78.0,82.4,4.7
517,Yar-Sale,72.05287744150152,70.43286908300391,48.0,RU,1522684146.0,75.0,0.53,14.56
518,Mahibadhoo,4.588822158084511,63.84484324136156,56.0,MV,1522684155.0,100.0,84.23,6.29
519,Pisco,-20.12409658758166,-83.77909250476219,20.0,PE,1522681200.0,78.0,73.4,8.05
520,Alyangula,-15.842516783122264,136.77707143175326,8.0,AU,1522684155.0,98.0,85.13,4.83
521,Zhigalovo,54.26000325083578,105.0360135668052,64.0,RU,1522684147.0,56.0,15.29,3.6
522,Westport,-39.23283570868114,166.85234845240575,92.0,NZ,1522684147.0,100.0,56.87,2.59
524,Shafter,35.60446091276597,-119.14867900132751,1.0,US,1522680960.0,63.0,56.8,2.82
525,El Paujil,1.3483707046040507,-75.15447426084302,80.0,CO,1522684148.0,90.0,71.27,2.48
526,Ucluelet,46.27423810126257,-128.87089417648647,20.0,CA,1522681200.0,86.0,33.8,3.36
528,Kambove,-10.665209988223893,25.741290189026586,0.0,CD,1522684148.0,74.0,73.52,6.96
529,Okhotsk,57.8307656272074,141.66887265576412,24.0,RU,1522684148.0,84.0,25.46,19.48
531,Narasannapeta,17.738415335987668,84.89301729959675,0.0,IN,1522684149.0,85.0,76.85,3.71
533,Inirida,2.9292030856022535,-66.5845848606388,0.0,CO,1522684149.0,79.0,83.87,2.37
536,Saint-Pierre,39.07636178624833,-56.283721568086534,75.0,PM,1522681200.0,64.0,37.4,26.4
537,Islampur,25.06344233803101,85.14846396579367,32.0,IN,1522684150.0,92.0,68.93,5.84
538,Pundaguitan,5.424636043750112,127.46691157308572,48.0,PH,1522684150.0,100.0,80.09,2.37
539,Cermik,38.10971166437375,39.1688618075697,75.0,TR,1522680600.0,34.0,68.0,13.87
540,Sahbuz,39.18294667920861,45.42471858897002,20.0,AZ,1522681200.0,39.0,66.2,2.24
542,Gaziantep,36.95613293248748,37.2781557838442,0.0,TR,1522682400.0,39.0,67.33,10.29
543,Christchurch,-50.40362761182228,178.13629887209783,92.0,NZ,1522683000.0,72.0,64.4,4.7
545,Kaeo,-26.256251323427612,176.54757318047865,20.0,NZ,1522684151.0,83.0,50.21,2.59
546,Omboue,-4.122329173750018,5.813352553502256,64.0,GA,1522684159.0,100.0,80.63,10.65
548,Farsund,57.700485056024775,6.725731963861108,0.0,NO,1522684151.0,92.0,38.87,6.73
550,Ferme-Neuve,46.90604558272952,-75.5707962798106,0.0,CA,1522684151.0,67.0,26.9,5.39
551,Port Arthur,28.02999683180839,-93.03151578217128,75.0,US,1522682100.0,88.0,75.2,8.05
552,Burnie,-45.36482572414019,140.4309134376619,48.0,AU,1522684160.0,100.0,61.37,19.48
553,Shahr-e Kord,32.57883115973782,50.81016207609656,0.0,IR,1522681200.0,2.0,60.8,13.87
554,Vanavara,60.77696466253096,103.59359538805433,68.0,RU,1522684161.0,59.0,16.91,7.85
555,Port-Gentil,0.14607697304356293,4.819988857650429,90.0,GA,1522681200.0,94.0,78.8,9.17
556,Concepcion del Uruguay,-32.52811780885548,-58.71639199373996,12.0,AR,1522684161.0,74.0,75.14,6.51
558,Sao Francisco,-16.348355920094136,-45.25109844189819,75.0,BR,1522681200.0,78.0,77.0,5.82
559,Klyuchi,53.86608479708241,161.19804114043626,88.0,RU,1522684154.0,87.0,26.63,9.19
560,Kropotkin,59.52029152280264,115.33385360297962,24.0,RU,1522684154.0,77.0,65.42,1.03
561,Lima,-14.92137970794613,-82.39418537430237,12.0,PE,1522684009.0,74.0,66.95,2.15
562,Sao Joao da Barra,-33.66199203446583,-25.554253676765086,0.0,BR,1522684154.0,95.0,81.44,16.8
563,Campeche,19.994863273176236,-90.41759750747211,20.0,MX,1522680420.0,69.0,80.6,16.11
564,Wasilla,63.28742667548693,-150.10622909735693,1.0,US,1522680960.0,34.0,30.47,11.41
565,Kijang,0.11331576041848734,104.18163464438152,0.0,ID,1522684163.0,92.0,81.89,9.98
567,Bubaque,9.727576556113831,-19.42620174625918,0.0,GW,1522681200.0,18.0,98.6,10.29
568,Omsukchan,65.78616086201268,157.14665423726086,80.0,RU,1522684156.0,88.0,23.48,8.63
570,Hervey Bay,-22.75470306476106,156.94514894687478,68.0,AU,1522684156.0,97.0,75.95,13.44
571,Vung Tau,8.533590232812031,108.51796095512748,20.0,VN,1522683000.0,78.0,80.6,8.05
572,Thunder Bay,49.58648368179408,-88.60731427801312,75.0,CA,1522681200.0,62.0,19.4,10.29
573,Tyukalinsk,55.9395183765246,72.13189738795958,24.0,RU,1522684156.0,96.0,26.99,9.75
574,Ashland,41.83910753666808,-122.30740592651938,90.0,US,1522682100.0,86.0,38.34,6.93
575,Lons,43.427425348420684,-0.43419207241208824,0.0,FR,1522683000.0,55.0,62.11,8.05
576,Norman Wells,63.23844711890786,-127.51826122840646,75.0,CA,1522681200.0,71.0,8.6,19.46
577,Yunyang,33.77651645611425,112.18078889233601,0.0,CN,1522684157.0,84.0,56.15,2.37
578,Sampit,-3.2203273036821685,112.82768699612387,68.0,ID,1522684158.0,97.0,72.62,5.95
579,Hasaki,30.17324709703081,153.85630021641225,75.0,JP,1522681200.0,82.0,54.34,4.7
580,Moose Factory,51.55905630180328,-80.42955298761875,90.0,CA,1522683600.0,78.0,8.6,8.05
581,Dao,10.5508371760734,121.82893165118782,36.0,PH,1522684158.0,93.0,70.37,2.59
582,Zonguldak,43.37081528760956,32.20631544471095,0.0,TR,1522684159.0,70.0,51.02,6.96
584,Mozarlandia,-14.819766619195022,-51.3836649542221,0.0,BR,1522684167.0,82.0,87.2,4.72
585,Matay,27.588957626120802,29.69142295810329,0.0,EG,1522684168.0,23.0,83.15,10.98
586,Garowe,7.831687908546684,48.771742741136194,48.0,SO,1522683900.0,47.0,87.38,5.73
587,Charters Towers,-20.141448579430957,146.2336502178992,88.0,AU,1522684160.0,93.0,71.99,13.67
588,Xinzhou,31.005863599428295,114.63555427030695,0.0,CN,1522684168.0,65.0,53.36,2.37
589,Tolaga Bay,-39.34768649881323,179.25953467419345,12.0,NZ,1522684160.0,81.0,53.0,5.17
590,Grand-Santi,4.458024300575104,-54.72865161011188,92.0,GF,1522684169.0,100.0,71.09,2.93
591,Nanakuli,18.3468557360315,-160.1010606472747,75.0,US,1522683900.0,100.0,71.65,5.82
592,Turayf,32.04015553305997,39.925477937630234,0.0,SA,1522681200.0,18.0,80.6,2.24
593,Itarema,-2.1906860754744315,-39.50238661544634,80.0,BR,1522684161.0,86.0,82.97,10.42
594,Wuan,36.92161730002357,114.18791795394213,0.0,CN,1522684162.0,70.0,68.93,8.41
596,Zaporizhzhya,47.92110478770866,34.97298780732879,75.0,UA,1522682760.0,100.0,46.15,6.71
597,Namatanai,6.258036340351225,158.26082324284113,68.0,PG,1522684170.0,100.0,81.62,8.3
599,Petropavlovka,50.28007503557953,40.9122134265516,48.0,RU,1522684171.0,53.0,14.12,3.27
600,Wagar,17.072332753627663,36.316456294559714,0.0,SD,1522684163.0,25.0,95.57,8.3
601,Berlevag,73.28495125041854,29.981154542884582,20.0,NO,1522680600.0,73.0,25.66,3.36
602,Mpongwe,-13.47690255892583,28.212542412207426,56.0,ZM,1522684172.0,59.0,77.57,7.4
603,Jurm,37.58691433192392,70.83101283829814,76.0,AF,1522684172.0,96.0,33.29,1.7
604,Guozhen,34.3203396078528,107.78129454879053,0.0,CN,1522684173.0,91.0,65.6,4.94
605,Pontianak,-0.7219831326669492,108.26150382648223,20.0,ID,1522684165.0,94.0,79.19,5.06
606,Grand Island,41.98876146419312,-98.65581866780889,90.0,US,1522682100.0,86.0,25.52,18.34
607,Shimoda,28.08777858101189,141.15825789066196,0.0,JP,1522684165.0,100.0,62.45,8.3
608,Tairua,-36.6891621993971,176.3573061142095,8.0,NZ,1522683963.0,85.0,52.28,2.93
609,Tura,67.909114575595,102.02282505531878,68.0,RU,1522684165.0,60.0,9.71,6.17
610,Songea,-10.929525470314616,36.30134529461591,80.0,TZ,1522683958.0,89.0,69.47,2.59
611,Maumere,-8.00401934311573,122.61268289067908,12.0,ID,1522684165.0,100.0,81.62,3.71
612,La Paz,24.80369742175411,-109.68748407240408,5.0,MX,1522680120.0,72.0,60.8,8.05
613,Puro,18.085522088203206,118.04646921207137,80.0,PH,1522684166.0,99.0,74.42,2.37
614,Katobu,-6.24439382594224,122.72254453402422,12.0,ID,1522684174.0,92.0,83.15,6.96
615,Pecos,31.141403493111795,-103.60590953478273,1.0,US,1522682100.0,58.0,53.6,4.27
616,Itoman,22.80651788518594,129.87923102888675,40.0,JP,1522681200.0,64.0,64.0,4.7
617,Bourail,-26.086151369932182,162.3669363634222,92.0,NC,1522684167.0,85.0,74.87,4.72
618,Cherskiy,81.3852165553256,161.1323861277911,0.0,RU,1522684167.0,72.0,21.41,7.18
619,Cutervo,-6.1609209626781904,-79.09862818887972,92.0,PE,1522684167.0,95.0,55.88,2.15
